,word,cnt,pos
342,ゆずれる,2,vern
343,仕舞う,2,vern
344,込む,2,vern
345,差し出す,2,vern
346,舞い降りる,2,vern
347,ぼる,2,vern
348,過ぎ去る,2,vern
349,包み込む,2,vern
350,ともす,2,vern
351,躓く,2,vern
352,流れ出す,2,vern
353,下りる,2,vern
354,とめる,2,vern
355,綴る,2,vern
356,嫌い,2,vern
357,にじむ,2,vern
358,繰り返す,2,vern
359,降り注ぐ,2,vern
360,濡らす,2,vern
361,あやふや,2,vern
362,哭く,2,vern
363,帰れる,2,vern
364,すりぬける,2,vern
365,たゆたう,2,vern
366,散らばる,2,vern
367,さらす,2,vern
368,ねぇ,2,vern
369,捧げる,2,vern
370,ゆずる,2,vern
371,錆びる,2,vern
372,ありがとう,2,vern
373,弾ける,2,vern
374,かすか,2,vern
375,香る,2,vern
376,手繰る,2,vern
377,繋がる,2,vern
378,合える,2,vern
379,信じ合える,2,vern
380,かかえる,2,vern
381,むく,2,vern
382,送る,2,vern
383,苦手,2,vern
384,みせる,2,vern
385,見逃す,2,vern
386,瞬く,2,vern
387,溺れる,2,vern
388,おちる,2,vern
389,降り積もる,2,vern
390,閉ざす,2,vern
391,増す,2,vern
392,うつむく,2,vern
393,かえる,2,vern
394,分ける,2,vern
395,おどける,2,vern
396,鳴り響く,2,vern
397,投げ出す,2,vern
398,微笑む,2,vern
399,持つ,2,vern
400,片寄せる,2,vern
401,見失う,2,vern
402,鳴らせる,2,vern
403,かう,2,vern
404,はみ出す,2,vern
405,繋げる,2,vern
406,ぶつかる,2,vern
407,揺る,2,vern
408,告げる,2,vern
409,乗せる,2,vern
410,押す,2,vern
411,あぁ,2,vern
412,問いただす,2,vern
413,無情,2,vern
414,刻める,2,vern
415,見つけだす,2,vern
416,飛び跳ねる,2,vern
417,与える,2,vern
418,困難,2,vern
419,浴びる,2,vern
420,ひび割れる,2,vern
421,かこむ,2,vern
422,轟く,2,vern
423,纏う,2,vern
424,導く,2,vern
425,漕ぐ,2,vern
426,暮れる,2,vern
427,見つけ出す,2,vern
428,入れる,2,vern
429,ちゃう,2,vern
430,ほどく,2,vern
431,別々,2,vern
432,きれい,2,vern
433,冷える,2,vern
434,きる,2,vern
435,乗り越える,2,vern
436,大げさ,2,vern
437,書き留める,2,vern
438,背負う,2,vern
439,勇敢,2,vern
440,曇る,2,vern
441,ざわめく,2,vern
442,喧噪,2,vern
443,追う,2,vern
444,眠らせる,2,vern
445,寝る,2,vern
446,張る,2,vern
447,臆病,2,vern
448,出来る,2,vern
449,合わせる,2,vern
450,付く,2,vern
451,束ねる,2,vern
452,散らす,2,vern
453,拭える,2,vern
454,つたう,2,vern
455,縫い合わせる,2,vern
456,済む,2,vern
457,差しのべる,2,vern
458,受け入れる,2,vern
459,超える,2,vern
460,進む,2,vern
461,弾む,2,vern
462,クール,2,vern
463,じゃう,2,vern
464,話す,2,vern
465,寄り添う,2,vern
466,向かう,2,vern
467,惑う,2,vern
468,こらえる,2,vern
469,聴く,2,vern
470,刺す,2,vern
471,膨らむ,2,vern
472,引く,2,vern
473,隣る,2,vern
474,温める,2,vern
475,踊れる,2,vern
476,放つ,2,vern
477,さまよう,2,vern
478,向ける,2,vern
479,ゆける,2,vern
480,許せる,2,vern
481,寄り添える,2,vern
482,悔やむ,2,vern
483,解き放つ,2,vern
484,選べる,2,vern
485,切る,2,vern
486,かかげる,2,vern
487,高らか,2,vern
488,進める,2,vern
489,要る,2,vern
490,あわれむ,1,vern
491,墜ちる,1,vern
492,涙ぐむ,1,vern
493,可哀想,1,vern
494,転がす,1,vern
495,構う,1,vern
496,汚れる,1,vern
497,目障り,1,vern
498,たべる,1,vern
499,請う,1,vern
500,黙り込む,1,vern
501,散々,1,vern
502,頬張る,1,vern
503,ふりつもる,1,vern
504,朽ちる,1,vern
505,駆け抜ける,1,vern
506,鳴く,1,vern
507,昏れる,1,vern
508,灯る,1,vern
509,僅か,1,vern
510,仕掛ける,1,vern
511,寄りかかる,1,vern
512,透明,1,vern
513,剥がす,1,vern
514,贈る,1,vern
515,もらう,1,vern
516,暖める,1,vern
517,うる,1,vern
518,ころぶ,1,vern
519,かばう,1,vern
520,仕合わせ,1,vern
521,霞む,1,vern
522,溶けだす,1,vern
523,描き出す,1,vern
524,たよる,1,vern
525,つきさす,1,vern
526,焼ける,1,vern
527,赦す,1,vern
528,ねがう,1,vern
529,絶える,1,vern
530,そら,1,vern
531,着ける,1,vern
532,たたく,1,vern
533,けとばす,1,vern
534,歩き疲れる,1,vern
535,鳴る,1,vern
536,煙る,1,vern
537,呼びかける,1,vern
538,ゆだねる,1,vern
539,伝わる,1,vern
540,憶える,1,vern
541,上手,1,vern
542,休める,1,vern
543,はしゃぐ,1,vern
544,そえる,1,vern
545,おこす,1,vern
546,足早,1,vern
547,縮まる,1,vern
548,解く,1,vern
549,落ち着く,1,vern
550,摘み取る,1,vern
551,近づく,1,vern
552,のみこむ,1,vern
553,差し伸べる,1,vern
554,目覚める,1,vern
555,しらべる,1,vern
556,遊ぶ,1,vern
557,焦げる,1,vern
558,さようなら,1,vern
559,うなずく,1,vern
560,割れる,1,vern
561,味わう,1,vern
562,食べる,1,vern
563,利く,1,vern
564,特別,1,vern
565,旅立つ,1,vern
566,最悪,1,vern
567,恋する,1,vern
568,すずろ,1,vern
569,待ちわびる,1,vern
570,詠む,1,vern
571,知れる,1,vern
572,すいこむ,1,vern
573,隠る,1,vern
574,恋い焦がれる,1,vern
575,通り抜ける,1,vern
576,鳴ける,1,vern
577,殺す,1,vern
578,噛む,1,vern
579,さがす,1,vern
580,抜け出せる,1,vern
581,いたむ,1,vern
582,泣きじゃくる,1,vern
583,おやすみ,1,vern
584,駆け込む,1,vern
585,潜む,1,vern
586,断つ,1,vern
587,ちりばめる,1,vern
588,つきあう,1,vern
589,こぼす,1,vern
590,誤魔化す,1,vern
591,砕ける,1,vern
592,かき集める,1,vern
593,途絶える,1,vern
594,書く,1,vern
595,足す,1,vern
596,縛りつける,1,vern
597,変わり果てる,1,vern
598,脱ぎ捨てる,1,vern
599,凍る,1,vern
600,くだる,1,vern
601,つぶやく,1,vern
602,醒める,1,vern
603,すてる,1,vern
604,寝転ぶ,1,vern
605,きらめく,1,vern
606,つっこむ,1,vern
607,乗る,1,vern
608,見慣れる,1,vern
609,飛び散る,1,vern
610,残酷,1,vern
611,居る,1,vern
612,生み出す,1,vern
613,産む,1,vern
614,羽ばたける,1,vern
615,まわる,1,vern
616,くりかえす,1,vern
617,立ちすくむ,1,vern
618,経つ,1,vern
619,わらう,1,vern
620,口ずさむ,1,vern
621,むすぶ,1,vern
622,戻せる,1,vern
623,咲き誇る,1,vern
624,騙す,1,vern
625,脱ぐ,1,vern
626,嘆く,1,vern
627,嫌う,1,vern
628,散りばめる,1,vern
629,浮かび上がる,1,vern
630,逃がす,1,vern
631,映す,1,vern
632,素直,1,vern
633,大人びる,1,vern
634,覗く,1,vern
635,すり替える,1,vern
636,混ぜる,1,vern
637,止む,1,vern
638,被せる,1,vern
639,拾える,1,vern
640,無垢,1,vern
641,演じる,1,vern
642,ちらかる,1,vern
643,似る,1,vern
644,振り回す,1,vern
645,かする,1,vern
646,終る,1,vern
647,詰める,1,vern
648,駆け出す,1,vern
649,無邪気,1,vern
650,塗る,1,vern
651,なぞる,1,vern
652,必要,1,vern
653,立ち止まる,1,vern
654,うすれる,1,vern
655,降らせる,1,vern
656,落とす,1,vern
657,かみしめる,1,vern
658,佇む,1,vern
659,行う,1,vern
660,目指す,1,vern
661,使う,1,vern
662,まわす,1,vern
663,させる,1,vern
664,湿る,1,vern
665,疼く,1,vern
666,つくす,1,vern
667,散らかす,1,vern
668,不思議,1,vern
669,違える,1,vern
670,分つ,1,vern
671,あざやか,1,vern
672,毟る,1,vern
673,ふきかえす,1,vern
674,またたく,1,vern
675,突き放す,1,vern
676,燃えさかる,1,vern
677,うずめる,1,vern
678,ひしめく,1,vern
679,うずまく,1,vern
680,あそぶ,1,vern
681,読む,1,vern
682,育てる,1,vern
683,回る,1,vern
684,入る,1,vern
685,迎える,1,vern
686,引っぱる,1,vern
687,遥か,1,vern
688,簡単,1,vern
689,黙る,1,vern
690,不格好,1,vern
691,緩める,1,vern
692,締める,1,vern
693,たぐる,1,vern
694,築く,1,vern
695,戦う,1,vern
696,生きのびる,1,vern
697,住みつく,1,vern
698,休む,1,vern
699,なさる,1,vern
700,癒す,1,vern
701,愛し合う,1,vern
702,みえる,1,vern
703,こぼれ落ちる,1,vern
704,得意,1,vern
705,塞ぐ,1,vern
706,戻す,1,vern
707,付ける,1,vern
708,とらえる,1,vern
709,仰ぐ,1,vern
710,真っ白,1,vern
711,澄む,1,vern
712,横切る,1,vern
713,自由,1,vern
714,はる,1,vern
715,謳う,1,vern
716,つまずく,1,vern
717,なおす,1,vern
718,焼き付ける,1,vern
719,追い越す,1,vern
720,汗ばむ,1,vern
721,かすめる,1,vern
722,弱気,1,vern
723,すがれる,1,vern
724,燃え盛る,1,vern
725,涸れる,1,vern
726,語りかける,1,vern
727,退屈,1,vern
728,くるしむ,1,vern
729,奇妙,1,vern
730,払いのける,1,vern
731,隠れる,1,vern
732,ぎざぎざ,1,vern
733,戯れる,1,vern
734,諦める,1,vern
735,温か,1,vern
736,ともる,1,vern
737,切り裂く,1,vern
738,摘む,1,vern
739,よろこぶ,1,vern
740,怒る,1,vern
741,まぎれる,1,vern
742,つれる,1,vern
743,古びる,1,vern
744,直る,1,vern
745,閉まる,1,vern
746,おる,1,vern
747,狭まる,1,vern
748,剥がれる,1,vern
749,絡ませる,1,vern
750,ふみだせる,1,vern
751,ぼける,1,vern
752,触れ合える,1,vern
753,参る,1,vern
754,驚く,1,vern
755,満たせる,1,vern
756,困る,1,vern
757,施す,1,vern
758,生む,1,vern
759,真っ赤,1,vern
760,溶かす,1,vern
761,こぐ,1,vern
762,しる,1,vern
763,うつ,1,vern
764,支える,1,vern
765,まどろむ,1,vern
766,問いかける,1,vern
767,虚ろ,1,vern
768,抜く,1,vern
769,証す,1,vern
770,苦しむ,1,vern
771,受け止める,1,vern
772,よがる,1,vern
773,架ける,1,vern
774,憂鬱,1,vern
775,苛立つ,1,vern
776,軽快,1,vern
777,もつ,1,vern
778,震わす,1,vern
779,躍る,1,vern
780,溜め込む,1,vern
781,キャッ,1,vern
782,単調,1,vern
783,絞る,1,vern
784,無理,1,vern
785,抱え込む,1,vern
786,繊細,1,vern
787,ほんと,1,vern
788,漏れる,1,vern
789,行き交う,1,vern
790,痛む,1,vern
791,いただける,1,vern
792,寄せ付ける,1,vern
793,助ける,1,vern
794,浸る,1,vern
795,みこむ,1,vern
796,留まる,1,vern
797,すすむ,1,vern
798,きれる,1,vern
799,ちる,1,vern
800,悩む,1,vern
801,シンプル,1,vern
802,招く,1,vern
803,伝う,1,vern
804,報う,1,vern
805,ふく,1,vern
806,架かる,1,vern
807,取りこぼす,1,vern
808,熟れる,1,vern
809,やれる,1,vern
810,そうね,1,vern
811,減る,1,vern
812,大人気,1,vern
813,焼きつける,1,vern
814,分かれる,1,vern
815,ぬぐう,1,vern
816,のばす,1,vern
817,連れ出す,1,vern
818,吹き付ける,1,vern
819,白む,1,vern
820,冷やす,1,vern
821,ごめん,1,vern
822,運ぶ,1,vern
823,ふりしきる,1,vern
824,たたずむ,1,vern
825,閉じこめる,1,vern
826,破れる,1,vern
827,逸れる,1,vern
828,踏みつける,1,vern
829,掻き集める,1,vern
830,当てる,1,vern
831,物語る,1,vern
832,はいる,1,vern
833,投げ捨てる,1,vern
834,掴む,1,vern
835,づける,1,vern
836,焦がれる,1,vern
837,見渡す,1,vern
838,通り過ぎる,1,vern
839,そらす,1,vern
840,降りる,1,vern
841,冴える,1,vern
842,はじめる,1,vern
843,すりきれる,1,vern
844,あきらめる,1,vern
845,動く,1,vern
846,飲み込む,1,vern
847,見送る,1,vern
848,燃やす,1,vern
849,振り向く,1,vern
850,引き留める,1,vern
851,切り落とす,1,vern
852,切れる,1,vern
853,まみれる,1,vern
854,転ぶ,1,vern
855,くださる,1,vern
856,囁く,1,vern
857,連れ去る,1,vern
858,からす,1,vern
859,振りかざす,1,vern
860,ふりだす,1,vern
861,踏み出す,1,vern
862,さらけだす,1,vern
863,もらえる,1,vern
864,憎む,1,vern
865,苦し紛れ,1,vern
866,滑り落ちる,1,vern
867,消え去る,1,vern
0,強い,40,adj
1,愛しい,33,adj
2,優しい,27,adj
3,悲しい,24,adj
4,遠い,21,adj
5,寂しい,21,adj
6,弱い,19,adj
7,白い,16,adj
8,恋しい,16,adj
9,冷たい,13,adj
10,青い,11,adj
11,幼い,11,adj
12,赤い,10,adj
13,深い,9,adj
14,儚い,8,adj
15,甘い,7,adj
16,美しい,7,adj
17,切ない,7,adj
18,懐かしい,7,adj
19,淡い,7,adj
20,怖い,7,adj
21,やさしい,6,adj
22,眩しい,6,adj
23,果てしない,6,adj
24,暗い,5,adj
25,小さい,5,adj
26,長い,5,adj
27,欲しい,5,adj
28,虚しい,5,adj
29,無い,5,adj
30,苦しい,4,adj
31,正しい,4,adj
32,大きい,4,adj
33,固い,4,adj
34,うれしい,4,adj
35,脆い,3,adj
36,良い,3,adj
37,頼り,3,adj
38,おもい,3,adj
39,熱い,3,adj
40,新しい,3,adj
41,くさい,3,adj
42,っぽい,3,adj
43,間違い,3,adj
44,辛い,2,adj
45,黒い,2,adj
46,浅い,2,adj
47,いたい,2,adj
48,暖かい,2,adj
49,つたない,2,adj
50,はかない,2,adj
51,高い,2,adj
52,きつい,2,adj
53,痛い,2,adj
54,よい,2,adj
55,堪え難い,1,adj
56,つつましい,1,adj
57,まぶしい,1,adj
58,醜い,1,adj
59,心許ない,1,adj
60,嬉しい,1,adj
61,ぼろい,1,adj
62,紅い,1,adj
63,他愛,1,adj
64,甘酸っぱい,1,adj
65,素晴らしい,1,adj
66,遅い,1,adj
67,惜しい,1,adj
68,おしい,1,adj
69,とめどない,1,adj
70,寒い,1,adj
71,つらい,1,adj
72,狭い,1,adj
73,こわい,1,adj
74,軽い,1,adj
75,情けない,1,adj
76,蒼い,1,adj
77,広い,1,adj
78,わるい,1,adj
79,古い,1,adj
80,真新しい,1,adj
81,激しい,1,adj
82,可愛い,1,adj
83,下らない,1,adj
84,哀しい,1,adj
85,まっくろい,1,adj
86,うまい,1,adj
87,心地よい,1,adj
88,何気ない,1,adj
89,若い,1,adj
90,もどかしい,1,adj
91,生ぬるい,1,adj
92,温かい,1,adj
93,苦い,1,adj
